A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,Attack
1,1,0,6,0,0,0,0,6,6,6,0,136363.6364,45454.54545,44,0,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,22727.27273,22727.27273,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,3
1,1,0,6,0,0,0,0,6,6,6,0,81081.08108,27027.02703,74,0,74,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,13513.51351,13513.51351,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,3
1,1,0,6,0,0,0,0,6,6,6,0,142857.1429,47619.04762,42,0,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,23809.52381,23809.52381,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,3
1,1,0,6,0,0,0,0,6,6,6,0,96774.19355,32258.06452,62,0,62,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,16129.03226,16129.03226,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,3
1,1,0,6,0,0,0,0,6,6,6,0,150000,50000,40,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,25000,25000,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,3
1,1,0,6,0,0,0,0,6,6,6,0,103448.2759,34482.75862,58,0,58,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,17241.37931,17241.37931,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,3
1,1,0,6,0,0,0,0,6,6,6,0,84507.04225,28169.01408,71,0,71,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,14084.50704,14084.50704,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,3
1,1,0,6,0,0,0,0,6,6,6,0,136363.6364,45454.54545,44,0,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,22727.27273,22727.27273,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,3
1,1,0,6,0,0,0,0,6,6,6,0,139534.8837,46511.62791,43,0,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,23255.81395,23255.81395,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,3
1,1,0,6,0,0,0,0,6,6,6,0,125000,41666.66667,48,0,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,20833.33333,20833.33333,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,3
1,1,0,6,0,0,0,0,6,6,6,0,142857.1429,47619.04762,42,0,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,23809.52381,23809.52381,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,3
1,1,0,6,0,0,0,0,6,6,6,0,187500,62500,32,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,31250,31250,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,3
1,1,0,6,0,0,0,0,6,6,6,0,120000,40000,50,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,20000,20000,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,3
1,1,0,6,0,0,0,0,6,6,6,0,139534.8837,46511.62791,43,0,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,23255.81395,23255.81395,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,3
1,1,0,6,0,0,0,0,6,6,6,0,96774.19355,32258.06452,62,0,62,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,16129.03226,16129.03226,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,3
1,1,0,6,0,0,0,0,6,6,6,0,103448.2759,34482.75862,58,0,58,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,17241.37931,17241.37931,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,3
1,1,0,6,0,0,0,0,6,6,6,0,86956.52174,28985.50725,69,0,69,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,14492.75362,14492.75362,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,3
1,1,0,6,0,0,0,0,6,6,6,0,222222.2222,74074.07407,27,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,37037.03704,37037.03704,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,3
1,1,0,6,0,0,0,0,6,6,6,0,122448.9796,40816.32653,49,0,49,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,20408.16327,20408.16327,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,3
1,1,0,6,0,0,0,0,6,6,6,0,133333.3333,44444.44444,45,0,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,22222.22222,22222.22222,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,3
1,1,0,6,0,0,0,0,6,6,6,0,78947.36842,26315.78947,76,0,76,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,13157.89474,13157.89474,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,3
1,1,0,6,0,0,0,0,6,6,6,0,157894.7368,52631.57895,38,0,38,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,26315.78947,26315.78947,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,3
1,1,0,6,0,0,0,0,6,6,6,0,136363.6364,45454.54545,44,0,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,22727.27273,22727.27273,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,3
1,1,0,6,0,0,0,0,6,6,6,0,125000,41666.66667,48,0,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,20833.33333,20833.33333,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,3
1,1,0,6,0,0,0,0,6,6,6,0,146341.4634,48780.4878,41,0,41,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,24390.2439,24390.2439,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,3
1,1,0,6,0,0,0,0,6,6,6,0,375000,125000,16,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,62500,62500,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,3
1,1,0,6,0,0,0,0,6,6,6,0,136363.6364,45454.54545,44,0,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,22727.27273,22727.27273,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,3
1,1,0,6,0,0,0,0,6,6,6,0,136363.6364,45454.54545,44,0,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,22727.27273,22727.27273,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,3
1,1,0,6,0,0,0,0,6,6,6,0,333333.3333,111111.1111,18,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,55555.55556,55555.55556,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,3
1,1,0,6,0,0,0,0,6,6,6,0,125000,41666.66667,48,0,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,20833.33333,20833.33333,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,3
1,1,0,6,0,0,0,0,6,6,6,0,125000,41666.66667,48,0,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,20833.33333,20833.33333,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,3
1,1,0,6,0,0,0,0,6,6,6,0,133333.3333,44444.44444,45,0,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,22222.22222,22222.22222,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,3
1,1,0,6,0,0,0,0,6,6,6,0,89552.23881,29850.74627,67,0,67,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,14925.37313,14925.37313,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,3
1,1,0,6,0,0,0,0,6,6,6,0,352941.1765,117647.0588,17,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,58823.52941,58823.52941,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,3
1,1,0,6,0,0,0,0,6,6,6,0,666666.6667,222222.2222,9,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,111111.1111,111111.1111,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,3
1,1,0,6,0,0,0,0,6,6,6,0,461538.4615,153846.1538,13,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,76923.07692,76923.07692,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,3
1,1,0,6,0,0,0,0,6,6,6,0,139534.8837,46511.62791,43,0,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,23255.81395,23255.81395,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,3
1,1,0,6,0,0,0,0,6,6,6,0,214285.7143,71428.57143,28,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,35714.28571,35714.28571,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,3
1,1,0,6,0,0,0,0,6,6,6,0,133333.3333,44444.44444,45,0,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,22222.22222,22222.22222,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,3
1,1,0,6,0,0,0,0,6,6,6,0,400000,133333.3333,15,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,66666.66667,66666.66667,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,3
1,1,0,6,0,0,0,0,6,6,6,0,133333.3333,44444.44444,45,0,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,22222.22222,22222.22222,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,3
1,1,0,6,0,0,0,0,6,6,6,0,500000,166666.6667,12,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,83333.33333,83333.33333,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,3
1,1,0,6,0,0,0,0,6,6,6,0,98360.65574,32786.88525,61,0,61,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,16393.44262,16393.44262,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,3
1,1,0,6,0,0,0,0,6,6,6,0,136363.6364,45454.54545,44,0,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,22727.27273,22727.27273,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,3
1,1,0,6,0,0,0,0,6,6,6,0,461538.4615,153846.1538,13,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,76923.07692,76923.07692,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,3
1,1,0,6,0,0,0,0,6,6,6,0,157894.7368,52631.57895,38,0,38,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,26315.78947,26315.78947,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,3
1,1,0,6,0,0,0,0,6,6,6,0,71428.57143,23809.52381,84,0,84,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,11904.7619,11904.7619,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,3
1,1,0,6,0,0,0,0,6,6,6,0,89552.23881,29850.74627,67,0,67,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,14925.37313,14925.37313,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,3
1,1,0,6,0,0,0,0,6,6,6,0,214285.7143,71428.57143,28,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,35714.28571,35714.28571,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,3
1,1,0,6,0,0,0,0,6,6,6,0,125000,41666.66667,48,0,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,20833.33333,20833.33333,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,3
1,1,0,6,0,0,0,0,6,6,6,0,206896.5517,68965.51724,29,0,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,34482.75862,34482.75862,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,3
1,1,0,6,0,0,0,0,6,6,6,0,125000,41666.66667,48,0,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,20833.33333,20833.33333,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,3
1,1,0,6,0,0,0,0,6,6,6,0,111111.1111,37037.03704,54,0,54,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,18518.51852,18518.51852,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,3
1,1,0,6,0,0,0,0,6,6,6,0,113207.5472,37735.84906,53,0,53,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,18867.92453,18867.92453,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,3
1,1,0,6,0,0,0,0,6,6,6,0,133333.3333,44444.44444,45,0,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,22222.22222,22222.22222,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,3
1,1,0,6,0,0,0,0,6,6,6,0,56074.76636,18691.58879,107,0,107,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,9345.794393,9345.794393,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,3
1,1,0,6,0,0,0,0,6,6,6,0,200000,66666.66667,30,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,33333.33333,33333.33333,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,3
1,1,0,6,0,0,0,0,6,6,6,0,153846.1538,51282.05128,39,0,39,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,25641.02564,25641.02564,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,3
1,1,0,6,0,0,0,0,6,6,6,0,428571.4286,142857.1429,14,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,71428.57143,71428.57143,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,3
1,1,0,6,0,0,0,0,6,6,6,0,92307.69231,30769.23077,65,0,65,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,15384.61538,15384.61538,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,3
1,1,6,0,6,6,6,0,0,0,0,0,6000000,2000000,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,40,1000000,1000000,0,6,4,3.464101615,12,1,0,0,0,1,0,0,0,1,6,6,0,20,0,0,0,0,0,0,1,6,1,0,0,29200,0,20,0,0,0,0,0,0,0,0,1
1,1,0,6,0,0,0,0,6,6,6,0,125000,41666.66667,48,0,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,20833.33333,20833.33333,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,3
1,1,0,6,0,0,0,0,6,6,6,0,59405.94059,19801.9802,101,0,101,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,9900.990099,9900.990099,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,3
1,1,0,6,0,0,0,0,6,6,6,0,98360.65574,32786.88525,61,0,61,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,16393.44262,16393.44262,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,3
1,1,0,6,0,0,0,0,6,6,6,0,113207.5472,37735.84906,53,0,53,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,18867.92453,18867.92453,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,3
1,1,0,6,0,0,0,0,6,6,6,0,61224.4898,20408.16327,98,0,98,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,10204.08163,10204.08163,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,3
1,1,0,6,0,0,0,0,6,6,6,0,113207.5472,37735.84906,53,0,53,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,18867.92453,18867.92453,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,3
1,1,0,6,0,0,0,0,6,6,6,0,133333.3333,44444.44444,45,0,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,22222.22222,22222.22222,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,3
1,1,0,6,0,0,0,0,6,6,6,0,500000,166666.6667,12,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,83333.33333,83333.33333,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,3
1,1,0,6,0,0,0,0,6,6,6,0,139534.8837,46511.62791,43,0,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,23255.81395,23255.81395,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,3
1,1,0,6,0,0,0,0,6,6,6,0,150000,50000,40,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,25000,25000,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,3
1,1,0,6,0,0,0,0,6,6,6,0,166666.6667,55555.55556,36,0,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,27777.77778,27777.77778,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,3
1,1,0,6,0,0,0,0,6,6,6,0,272727.2727,90909.09091,22,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,45454.54545,45454.54545,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,3
1,1,0,6,0,0,0,0,6,6,6,0,130434.7826,43478.26087,46,0,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,21739.13043,21739.13043,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,3
1,1,0,6,0,0,0,0,6,6,6,0,187500,62500,32,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,31250,31250,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,3
1,1,0,6,0,0,0,0,6,6,6,0,85714.28571,28571.42857,70,0,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,14285.71429,14285.71429,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,3
1,1,0,6,0,0,0,0,6,6,6,0,83333.33333,27777.77778,72,0,72,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,13888.88889,13888.88889,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,3
1,1,0,6,0,0,0,0,6,6,6,0,139534.8837,46511.62791,43,0,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,23255.81395,23255.81395,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,3
1,1,0,6,0,0,0,0,6,6,6,0,375000,125000,16,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,62500,62500,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,3
